transaction_operation_id,transaction_id,status,type,acquirer_name,transaction_operation_created_at
to_8e0f1ce65f5622f8f429,bac1ca21c5,success,authorize,pagarme,2020-09-09 17:58:13.301000000
to_1f22f0ae5a01dead2a29,bac1ca21c5,success,authorize,acquirer_3,2020-09-09 17:58:13.413000000
to_5f495a4f3de3f3c55574,1137f1483b,success,capture,acquirer_3,2020-09-09 17:55:16.217000000
to_d13ed006b405c4d786cf,1137f1483b,success,capture,pagarme,2020-09-09 17:55:16.179000000
to_b0983f4b0328d1528f43,1137f1483b,success,authorize,pagarme,2020-09-09 17:55:11.975000000
to_751b07f4b87039ee4c2e,1137f1483b,success,authorize,acquirer_3,2020-09-09 17:55:12.090000000
to_746c3991c3c06656297e,86a4378e37,success,capture,acquirer_3,2020-09-09 17:59:35.652000000
to_25147440ee70e9a65879,86a4378e37,success,capture,pagarme,2020-09-09 17:59:34.763000000
to_0b5b8d7f7bc486cb6551,86a4378e37,success,authorize,pagarme,2020-09-09 17:59:34.770000000
to_59f85c2ec0e03f1c254a,86a4378e37,success,authorize,acquirer_3,2020-09-09 17:59:34.881000000
to_56f6ed189699e9b8c28f,e95b677fcb,success,conciliate,pagarme,2020-09-10 08:21:59.551000000
to_ec4ba0c7a049abb11dc6,e95b677fcb,success,issue,pagarme,2020-09-09 17:55:38.802000000
to_a3682a959bf7eff1db78,e95b677fcb,success,authorize,pagarme,2020-09-09 17:55:38.811000000
to_2229c360a795175235f2,b33d7cbe99,success,capture,acquirer_3,2020-09-09 17:58:28.526000000
to_518adf753fc46d7b1d9d,b33d7cbe99,success,capture,pagarme,2020-09-09 17:58:28.489000000
to_38d05a5097af892d6d52,b33d7cbe99,success,authorize,pagarme,2020-09-09 17:58:23.065000000
to_553d50ed27edbdf4bc95,b33d7cbe99,success,authorize,acquirer_3,2020-09-09 17:58:23.157000000
to_0ef385e898de19f381b0,981f45b629,success,issue,pagarme,2020-09-09 17:59:10.461000000
to_0a9fb673f13977cf3230,981f45b629,success,authorize,pagarme,2020-09-09 17:59:10.477000000
to_6a4661af4a80eb0c3a61,75f52a9acd,success,capture,acquirer_3,2020-09-09 17:54:41.329000000
to_4da58d6f8a77292cb158,75f52a9acd,success,capture,pagarme,2020-09-09 17:54:40.002000000
to_be1bc13ebce971ead0a0,75f52a9acd,success,authorize,pagarme,2020-09-09 17:54:40.022000000
to_c0d9abd4901849c79e95,75f52a9acd,success,authorize,acquirer_3,2020-09-09 17:54:40.162000000
to_78219d3087a01096f6e9,db360d56d8,success,capture,acquirer_3,2020-09-09 17:56:15.458000000
to_5bc21f763d4c4bd8c413,db360d56d8,success,capture,pagarme,2020-09-09 17:56:14.900000000
to_fff26b6f36e1a9143b87,db360d56d8,success,authorize,pagarme,2020-09-09 17:56:14.906000000
to_a43d0062cf666f2a8dd1,db360d56d8,success,authorize,acquirer_3,2020-09-09 17:56:15.021000000
to_82ffe53b0a27c64e9b49,f51e2e5f87,success,conciliate,pagarme,2020-09-11 06:03:55.256000000
to_21326f71538b40954f20,f51e2e5f87,success,issue,pagarme,2020-09-09 17:56:49.983000000
to_939290105fe9c3adc647,f51e2e5f87,success,authorize,pagarme,2020-09-09 17:56:49.991000000
to_69a0d060f9a6a484e40f,3ef6504bbb,success,capture,acquirer_3,2020-09-09 17:56:58.234000000
to_0e3224c4bbafb8597452,3ef6504bbb,success,capture,pagarme,2020-09-09 17:56:58.197000000
to_37c5f4a765814bd0c5fe,3ef6504bbb,success,authorize,acquirer_3,2020-09-09 17:56:53.902000000
to_8c6bcc140e0b7ea759ad,3ef6504bbb,success,authorize,pagarme,2020-09-09 17:56:53.795000000
to_1cdda1f81cf8581456da,fcfa45954f,failed,authorize,pagarme,2020-09-09 17:58:39.234000000
to_173079deda6f66f90de7,fcfa45954f,failed,authorize,acquirer_1,2020-09-09 17:58:40.802000000
to_52d2c688c81005e242f7,fcfa45954f,failed,authorize,acquirer_3,2020-09-09 17:58:40.119000000
to_6f3e9c238e8ec1983cba,fcfa45954f,failed,authorize,acquirer_3,2020-09-09 17:58:39.352000000
to_261d025a79353becc0fb,9eb5c25d32,success,refund,pagarme,2020-09-09 18:33:26.923000000
to_78c5ebddf9be77677c32,9eb5c25d32,success,refund,acquirer_3,2020-09-09 18:33:27.143000000
to_79ccd68c34bc423eb7ee,9eb5c25d32,success,capture,acquirer_3,2020-09-09 17:45:54.732000000
to_ba5cbbe57f4ac6804776,9eb5c25d32,success,capture,pagarme,2020-09-09 17:45:53.032000000
to_af0fb9ebd5fc362799a4,9eb5c25d32,success,authorize,pagarme,2020-09-09 17:45:53.043000000
to_266a5d3561388fa2150d,9eb5c25d32,success,authorize,acquirer_3,2020-09-09 17:45:53.165000000
to_540a58c8f91b07807481,e6bd6a44ee,success,capture,acquirer_3,2020-09-09 17:57:01.752000000
to_247d07204986cca8a6d8,e6bd6a44ee,success,capture,pagarme,2020-09-09 17:57:01.650000000
to_da5bfdce1d130a350b1a,e6bd6a44ee,success,authorize,acquirer_3,2020-09-09 17:56:50.133000000
to_58bbda428c6787bb5bff,e6bd6a44ee,success,authorize,pagarme,2020-09-09 17:56:50.006000000
to_e57dc487dc66408eeb9e,e6698a8f3b,success,conciliate,pagarme,2020-09-11 06:22:43.705000000
to_46c4e0945d6be963405d,e6698a8f3b,success,issue,pagarme,2020-09-09 17:57:14.603000000
to_c9eae13d23358c9530f6,e6698a8f3b,success,authorize,pagarme,2020-09-09 17:57:14.615000000
to_ab610164b805ae60493c,2764aeec83,success,conciliate,pagarme,2020-09-10 08:07:21.893000000
to_35f627f0743401a667b9,2764aeec83,success,issue,pagarme,2020-09-09 17:57:19.096000000
to_9ac4b08f6e8c1079952c,2764aeec83,success,authorize,pagarme,2020-09-09 17:57:19.105000000
to_c6136cc04719befb3f1a,bdf74bf200,success,conciliate,pagarme,2020-09-10 08:07:21.520000000
to_075affb70b6c8593e3c9,bdf74bf200,success,issue,pagarme,2020-09-09 17:57:30.887000000
to_864726fec17be99e2e56,bdf74bf200,success,authorize,pagarme,2020-09-09 17:57:30.892000000
to_2d1716f253a8c8933dfb,54443e1b2f,success,capture,acquirer_3,2020-09-09 17:55:39.973000000
to_876d4da17bce2751f273,54443e1b2f,success,capture,pagarme,2020-09-09 17:55:38.882000000
to_da74fe9a74c54f6305e9,54443e1b2f,success,authorize,pagarme,2020-09-09 17:55:38.894000000
to_f4bedd2740e7e1c317bb,54443e1b2f,success,authorize,acquirer_3,2020-09-09 17:55:38.989000000
to_93f463930a5c70f37604,d81c1acce8,dropped,capture,,2020-09-09 17:57:53.513000000
to_014b798cc0462aed14d3,d81c1acce8,success,authorize,pagarme,2020-09-09 17:57:53.529000000
to_49df9111a1b842cef7e1,d81c1acce8,success,authorize,acquirer_3,2020-09-09 17:57:53.641000000
to_3e1725bc1b41cb6bdd7f,e326740546,success,conciliate,pagarme,2020-09-10 08:07:20.917000000
to_ec98e20263be685ab578,e326740546,success,issue,pagarme,2020-09-09 17:58:11.910000000
to_d1b10a52948b442238f2,e326740546,success,authorize,pagarme,2020-09-09 17:58:11.917000000
to_5f313c31296c1ec1c8a4,01b57d78f0,success,capture,acquirer_3,2020-09-09 17:55:02.993000000
to_1055f8f8a7a0c45928e8,01b57d78f0,success,capture,pagarme,2020-09-09 17:55:02.439000000
to_68e1ae32bd4e85488335,01b57d78f0,success,authorize,pagarme,2020-09-09 17:55:02.444000000
to_c210051606d7921509e7,01b57d78f0,success,authorize,acquirer_3,2020-09-09 17:55:02.552000000
to_a16eacb8dff9249807f2,b2e6fd665c,failed,authorize,pagarme,2020-09-09 17:57:34.562000000
to_64c670d4cdcfaee1e6df,b2e6fd665c,failed,authorize,acquirer_1,2020-09-09 17:57:34.763000000
to_de226d9098c71f8bc439,b2e6fd665c,failed,authorize,acquirer_3,2020-09-09 17:57:34.586000000
to_6fb728d5dbe72a7e276c,b2e6fd665c,failed,authorize,acquirer_2,2020-09-09 17:57:33.855000000
to_1a5c6b67d83e580e3a5e,48d15e487d,success,conciliate,pagarme,2020-09-10 08:21:59.234000000
to_b55ff2f20dade630ea33,48d15e487d,success,issue,pagarme,2020-09-09 17:55:49.052000000
to_11dafe20540df9fc3539,48d15e487d,success,authorize,pagarme,2020-09-09 17:55:49.060000000
to_ff2be25536a9894b2f21,0c5f602cfc,success,conciliate,pagarme,2020-09-16 07:02:45.659000000
to_363916e927e6dbb593f5,0c5f602cfc,success,issue,pagarme,2020-09-09 17:56:46.286000000
to_a5373e7e9f0aa881299b,0c5f602cfc,success,authorize,pagarme,2020-09-09 17:56:46.292000000
to_a13e5ba207f5f35eb061,02830e1cbe,success,capture,acquirer_3,2020-09-09 17:58:39.300000000
to_d9bb47b93a9132c72a41,02830e1cbe,success,capture,pagarme,2020-09-09 17:58:39.249000000
to_835fbb21372bff8139ca,02830e1cbe,success,authorize,acquirer_3,2020-09-09 17:58:31.951000000
to_4f8699c5a05b8c9e5412,02830e1cbe,success,authorize,pagarme,2020-09-09 17:58:31.758000000
to_26d17c895927ee7fd8fd,c7a31ddf2a,success,capture,acquirer_3,2020-09-09 17:58:40.147000000
to_90c7fbb5486d9d8418c2,c7a31ddf2a,success,capture,pagarme,2020-09-09 17:58:39.264000000
to_55228d4a8b07b95264c1,c7a31ddf2a,success,authorize,pagarme,2020-09-09 17:58:39.270000000
to_c71dde0ee0aca67faa04,c7a31ddf2a,success,authorize,acquirer_3,2020-09-09 17:58:39.371000000
to_d123464eddf7a726e227,8e661b1d15,success,capture,acquirer_3,2020-09-09 17:58:59.112000000
to_9ce405549040b37c8dfc,8e661b1d15,success,capture,pagarme,2020-09-09 17:58:58.090000000
to_a0372e8b8f07604ba78e,8e661b1d15,success,authorize,pagarme,2020-09-09 17:58:58.097000000
to_ad54efcef8dcdef038c3,8e661b1d15,success,authorize,acquirer_3,2020-09-09 17:58:58.199000000
to_b5a0eb4557e4f1103997,2ba6e9b871,success,capture,acquirer_3,2020-09-09 17:56:41.120000000
to_49a34bc694e04432633c,2ba6e9b871,success,capture,pagarme,2020-09-09 17:56:40.206000000
to_fbb96fc344654459c921,2ba6e9b871,success,authorize,pagarme,2020-09-09 17:56:40.227000000
to_bb3585af853da2cedd80,2ba6e9b871,success,authorize,acquirer_3,2020-09-09 17:56:40.330000000
to_7bc7ccaa656559c0dbb8,049882a03a,success,conciliate,pagarme,2020-09-10 08:21:53.297000000
to_ec247008d19816d95f13,049882a03a,success,issue,pagarme,2020-09-09 17:58:43.611000000
to_343b5f535e2cb7dfccd8,049882a03a,success,authorize,pagarme,2020-09-09 17:58:43.617000000
to_7ded1307f441730b35d4,ff4cc13eff,success,capture,acquirer_3,2020-09-09 17:57:09.747000000
to_a625524fb95497477f5e,ff4cc13eff,success,capture,pagarme,2020-09-09 17:57:09.665000000
to_7f226b7e5bc0148c8d98,ff4cc13eff,success,authorize,acquirer_3,2020-09-09 17:57:08.017000000
to_597144e611ff3869dcf6,ff4cc13eff,success,authorize,pagarme,2020-09-09 17:57:07.879000000
to_cb1a494e22daab035495,31ad1a31c9,success,conciliate,pagarme,2020-09-10 08:21:54.226000000
to_cce86c472c7067e9fda9,31ad1a31c9,success,issue,pagarme,2020-09-09 17:58:08.716000000
to_1146cbc4cd6720121000,31ad1a31c9,success,authorize,pagarme,2020-09-09 17:58:08.721000000
to_411602cfc447a17d4db2,8bcd8e62b6,success,conciliate,pagarme,2020-09-10 08:21:51.785000000
to_c25766a5d120d74b85b5,8bcd8e62b6,success,issue,pagarme,2020-09-09 17:59:49.649000000
to_b538aae335a89d2fd7c7,8bcd8e62b6,success,authorize,pagarme,2020-09-09 17:59:49.656000000
to_87e2c7daed4cbf30dd95,b9cfb76e60,success,capture,acquirer_3,2020-09-09 18:00:09.692000000
to_5a53720d9836120ebd6d,b9cfb76e60,success,capture,pagarme,2020-09-09 18:00:09.646000000
to_f03b3488cf6b8a9f689c,b9cfb76e60,success,authorize,pagarme,2020-09-09 17:59:57.406000000
to_7c3fe2fcd69bf11c1f6d,b9cfb76e60,success,authorize,acquirer_3,2020-09-09 17:59:57.507000000
to_6c955d21e68a63c71f11,5b48b4aff3,success,capture,acquirer_3,2020-09-09 17:55:08.313000000
to_78ae53b2d77d8a680174,5b48b4aff3,success,capture,pagarme,2020-09-09 17:55:07.194000000
to_2e0d5d84301b8af60172,5b48b4aff3,success,authorize,pagarme,2020-09-09 17:55:07.207000000
to_46a7893436418d3adda6,5b48b4aff3,success,authorize,acquirer_3,2020-09-09 17:55:07.346000000
to_7175cb0f6af6831d9c36,82d3b91a62,success,conciliate,pagarme,2020-09-10 08:21:53.899000000
to_2cd15af73833a35b604a,82d3b91a62,success,issue,pagarme,2020-09-09 17:58:24.862000000
to_335b2f790fd1af8fe315,82d3b91a62,success,authorize,pagarme,2020-09-09 17:58:24.866000000
to_253afd8e293ef97d28fd,afd5024511,failed,authorize,pagarme,2020-09-09 17:58:27.957000000
to_17f9eecdfca94e52d64b,afd5024511,failed,authorize,acquirer_1,2020-09-09 17:58:29.103000000
to_6e4d8f6bd64faa1f655e,afd5024511,failed,authorize,acquirer_3,2020-09-09 17:58:28.603000000
to_28e9da833bac4059c3ca,afd5024511,failed,authorize,acquirer_3,2020-09-09 17:58:28.073000000
to_96c4675381acd2921fa3,c5140fcbb3,success,conciliate,pagarme,2020-09-11 06:22:44.935000000
to_ae70693554d3aceb43a6,c5140fcbb3,success,issue,pagarme,2020-09-09 17:55:10.757000000
to_dd10682b810b5fb26165,c5140fcbb3,success,authorize,pagarme,2020-09-09 17:55:10.763000000
to_84c2160ebb39066576bb,1c8adc3d2e,success,conciliate,pagarme,2020-09-12 07:04:47.952000000
to_4def42db8b000fcf72e2,1c8adc3d2e,success,issue,pagarme,2020-09-09 17:59:08.332000000
to_830488a3b7659de9e6bb,1c8adc3d2e,success,authorize,pagarme,2020-09-09 17:59:08.340000000
to_1f66e441cc368fe49311,bb03a48917,success,conciliate,pagarme,2020-09-11 06:03:56.356000000
to_7c721a2cb490e9918cb6,bb03a48917,success,issue,pagarme,2020-09-09 17:54:38.381000000
to_37ae6d39533fa79e48a1,bb03a48917,success,authorize,pagarme,2020-09-09 17:54:38.389000000
to_7e3780f0766ba548cda4,c6ceab8c28,success,capture,acquirer_3,2020-09-09 17:55:06.364000000
to_ae4bf596498640c1cbe7,c6ceab8c28,success,capture,pagarme,2020-09-09 17:55:06.312000000
to_b3b74736916521abe7b1,c6ceab8c28,success,authorize,pagarme,2020-09-09 17:54:55.371000000
to_5a5f93593363f36ebb58,c6ceab8c28,success,authorize,acquirer_3,2020-09-09 17:54:55.469000000
to_e92c7ae1c9eaaac8834a,244764d5ed,success,refund,pagarme,2020-09-09 21:01:48.968000000
to_0ce01817275a319e79e1,244764d5ed,success,refund,acquirer_3,2020-09-09 21:01:49.307000000
to_ac9daf3a55a785f5b29e,244764d5ed,success,capture,acquirer_3,2020-09-09 17:46:59.570000000
to_a0767e896a89217da05b,244764d5ed,success,capture,pagarme,2020-09-09 17:46:58.354000000
to_328db9ab4e497de8bf43,244764d5ed,success,authorize,pagarme,2020-09-09 17:46:58.365000000
to_0bb5bd1b038c5716f9a0,244764d5ed,success,authorize,acquirer_3,2020-09-09 17:46:58.468000000
to_496fe19515c9f2e7ea5c,6368da4fcd,success,conciliate,pagarme,2020-09-10 08:22:00.487000000
to_e3a0a1a1a90909615cea,6368da4fcd,success,issue,pagarme,2020-09-09 17:55:06.473000000
to_eebb273e052d4608c44f,6368da4fcd,success,authorize,pagarme,2020-09-09 17:55:06.482000000
to_040fcd955a48a510dcd2,27daf099b2,dropped,capture,,2020-09-09 17:58:35.397000000
to_a3b8afdd8e06f528f946,27daf099b2,failed,authorize,pagarme,2020-09-09 17:58:35.408000000
to_3fea823776f5f4587c96,27daf099b2,failed,authorize,acquirer_2,2020-09-09 17:58:36.075000000
to_3a6957c6f032669f7713,27daf099b2,failed,authorize,acquirer_3,2020-09-09 17:58:35.536000000
to_1e3f962abf8e6b78bd39,991046094d,success,capture,acquirer_2,2020-09-09 18:14:00.107000000
to_3caf15c491431b37e9a7,991046094d,success,authorize,acquirer_2,2020-09-09 17:59:07.587000000
to_33dfea0ae361d6bd2726,6f44e5d291,success,capture,acquirer_3,2020-09-09 17:58:58.530000000
to_26793ee38f31bbf784ad,6f44e5d291,success,capture,pagarme,2020-09-09 17:58:57.482000000
to_16052b318d6e8992205d,6f44e5d291,success,authorize,pagarme,2020-09-09 17:58:57.493000000
to_b927348074dc29c299d7,6f44e5d291,success,authorize,acquirer_3,2020-09-09 17:58:57.600000000
to_349bc28b86e6556d1556,289f0355e8,success,conciliate,pagarme,2020-09-11 06:22:44.787000000
to_beeea2ffea24262a2062,289f0355e8,success,issue,pagarme,2020-09-09 17:55:17.255000000
to_d1fa0c9ee47dedc90823,289f0355e8,success,authorize,pagarme,2020-09-09 17:55:17.261000000
to_2926f41ca6ec66a7eed5,f4e0336045,success,capture,acquirer_3,2020-09-09 17:55:45.449000000
to_a07ac9b2607e9a2bbff7,f4e0336045,success,capture,pagarme,2020-09-09 17:55:44.151000000
to_ba47b16b430eb49c1743,f4e0336045,success,authorize,pagarme,2020-09-09 17:55:44.162000000
to_3b73d46ef419abd0b573,f4e0336045,success,authorize,acquirer_3,2020-09-09 17:55:44.269000000
to_fe10c7d6b2596129e318,3c4164c8d3,success,capture,acquirer_3,2020-09-09 17:59:16.096000000
to_9f68116e1ed91f531fdb,3c4164c8d3,success,capture,pagarme,2020-09-09 17:59:16.045000000
to_3c00b5e1bc2aad696cb5,3c4164c8d3,success,authorize,acquirer_3,2020-09-09 17:59:09.443000000
to_7bc5c79463b06d476df3,3c4164c8d3,success,authorize,pagarme,2020-09-09 17:59:09.207000000
to_f4d10376613e6d5b280c,04fa0fb1bb,success,capture,acquirer_3,2020-09-09 17:59:47.847000000
to_2462dcc40d92effec313,04fa0fb1bb,success,capture,pagarme,2020-09-09 17:59:46.650000000
to_de0a1121179b90c2da2f,04fa0fb1bb,success,authorize,pagarme,2020-09-09 17:59:46.659000000
to_22cf60ecdef7beef6b1b,04fa0fb1bb,success,authorize,acquirer_3,2020-09-09 17:59:46.768000000
to_c7f86206bb13252275e9,c0a5e8bbea,success,capture,acquirer_3,2020-09-09 17:56:23.098000000
to_91c13ad4e67eca68e1e5,c0a5e8bbea,success,capture,pagarme,2020-09-09 17:56:23.015000000
to_3f11dedae0c8b9a05ebd,c0a5e8bbea,success,authorize,pagarme,2020-09-09 17:56:07.001000000
to_55bc53caa3c95f15b095,c0a5e8bbea,success,authorize,acquirer_3,2020-09-09 17:56:07.104000000
to_2e3ff8f124dc10a6170b,326b307811,success,conciliate,pagarme,2020-09-10 08:07:21.521000000
to_5a19ddfd99d2df53504a,326b307811,success,issue,pagarme,2020-09-09 17:57:32.239000000
to_5210e22730e825b24a9a,326b307811,success,authorize,pagarme,2020-09-09 17:57:32.243000000
to_e3f7a1e59402c254d0f2,e336cfa9c4,success,capture,acquirer_3,2020-09-09 17:58:46.500000000
to_6bc1fcfe6d64b9b24a6e,e336cfa9c4,success,capture,pagarme,2020-09-09 17:58:46.459000000
to_51adf71a0cab3cca2394,e336cfa9c4,success,authorize,pagarme,2020-09-09 17:58:38.892000000
to_df349321d0fdc3d5e4e4,e336cfa9c4,success,authorize,acquirer_3,2020-09-09 17:58:38.992000000
to_9046457eff8c07f2bb5e,9bc22d8639,success,conciliate,pagarme,2020-09-10 08:07:18.745000000
to_af7a8a320069f690e712,9bc22d8639,success,issue,pagarme,2020-09-09 17:59:43.817000000
to_462a9f0d3f2e4cb8745d,9bc22d8639,success,authorize,pagarme,2020-09-09 17:59:43.822000000
to_3d71079ea6e8108c3145,e0dc798ba7,success,capture,acquirer_3,2020-09-09 17:56:19.356000000
to_9958d0e3f06a5a8e9da4,e0dc798ba7,success,capture,pagarme,2020-09-09 17:56:18.507000000
to_d23d47af633d86800fc8,e0dc798ba7,success,authorize,pagarme,2020-09-09 17:56:18.513000000
to_f53c0506f64f867cbe0d,e0dc798ba7,success,authorize,acquirer_3,2020-09-09 17:56:18.642000000
to_bcbc9f55691c2c9a2c75,c4dae1d2f7,success,conciliate,pagarme,2020-09-11 06:22:43.601000000
to_3f809207d8a4d3bb64a4,c4dae1d2f7,success,issue,pagarme,2020-09-09 17:57:34.598000000
to_eb32d1ce9c697aaddf65,c4dae1d2f7,success,authorize,pagarme,2020-09-09 17:57:34.605000000
to_b1ace0d777b0e8ac767d,8e12d7ca8b,failed,authorize,pagarme,2020-09-09 17:59:46.471000000
to_0bcf00a5bbe336fc91be,8e12d7ca8b,failed,authorize,acquirer_2,2020-09-09 17:59:47.152000000
to_184ff1608a9ca5f33e1b,8e12d7ca8b,failed,authorize,acquirer_3,2020-09-09 17:59:46.580000000
to_9b2b5fae5c227c0865cb,f9cb8e18f8,success,capture,acquirer_3,2020-09-09 17:56:22.373000000
to_09e67e7ca8d8eb5b8814,f9cb8e18f8,success,capture,pagarme,2020-09-09 17:56:21.406000000
to_80de0b7561886cdfd1c8,f9cb8e18f8,success,authorize,pagarme,2020-09-09 17:56:21.413000000
to_dd493268e7c49b2a50b4,f9cb8e18f8,success,authorize,acquirer_3,2020-09-09 17:56:21.526000000
to_d8fae9f4600762f21460,91b5b71350,success,conciliate,pagarme,2020-09-12 06:02:47.324000000
to_8dcf7854788b47602077,91b5b71350,success,issue,pagarme,2020-09-09 17:59:35.578000000
to_b431a7635796911a7267,91b5b71350,success,authorize,pagarme,2020-09-09 17:59:35.582000000
to_b1560ff2e1cc819a2f87,7d8a2dbefd,success,capture,acquirer_3,2020-09-09 17:57:20.845000000
to_d78d2657cdc7dfd5d70e,7d8a2dbefd,success,capture,pagarme,2020-09-09 17:57:20.793000000
to_a2ad57130574445249a4,7d8a2dbefd,success,authorize,pagarme,2020-09-09 17:57:07.926000000
to_12254a5399c0f1c1c870,7d8a2dbefd,success,authorize,acquirer_3,2020-09-09 17:57:08.038000000
to_c4544be29b4f57796a12,e2720ccacc,success,capture,acquirer_3,2020-09-09 17:56:30.694000000
to_54a95fa3a9ce232b04ee,e2720ccacc,success,capture,pagarme,2020-09-09 17:56:30.651000000
to_f4bc03f5c388510aeaf4,e2720ccacc,success,authorize,pagarme,2020-09-09 17:56:20.736000000
to_088b1e12817b2a7519b3,e2720ccacc,success,authorize,acquirer_3,2020-09-09 17:56:20.848000000
to_f9a844538ff172172ca8,8e1faab2e8,success,conciliate,pagarme,2020-09-12 06:02:48.132000000
to_927b02e5a2eb9a798fac,8e1faab2e8,success,issue,pagarme,2020-09-09 17:55:52.508000000
to_cc76e026508e0c1b38d6,8e1faab2e8,success,authorize,pagarme,2020-09-09 17:55:52.516000000
to_2deb595c79278410d567,b2f778cc3c,success,capture,acquirer_3,2020-09-09 17:56:34.449000000
to_2bd70f3067c3c775f0f1,b2f778cc3c,success,capture,pagarme,2020-09-09 17:56:33.059000000
to_75e57dceff4f8c1f89f4,b2f778cc3c,success,authorize,pagarme,2020-09-09 17:56:33.080000000
to_075f57d41acd6beb61f5,b2f778cc3c,success,authorize,acquirer_3,2020-09-09 17:56:33.210000000
to_db60c4d84b8b1ac93dc8,c4bb9b9cbf,success,capture,acquirer_3,2020-09-09 17:58:43.742000000
to_7340f388ab917c3e6e30,c4bb9b9cbf,success,capture,pagarme,2020-09-09 17:58:42.654000000
to_668d7067c1a4b81957a3,c4bb9b9cbf,success,authorize,pagarme,2020-09-09 17:58:42.665000000
to_3795cee584b2d593afe8,c4bb9b9cbf,success,authorize,acquirer_3,2020-09-09 17:58:42.769000000
to_ebe4129f897d89917264,10de1fbc83,success,conciliate,pagarme,2020-09-10 08:22:01.288000000
to_bbf2040b059eee676f0f,10de1fbc83,success,issue,pagarme,2020-09-09 17:54:36.234000000
to_192cd1f0821d7fdeb5fb,10de1fbc83,success,authorize,pagarme,2020-09-09 17:54:36.239000000
to_2848c45ea9cc6a4883b5,40fa6a8077,success,capture,acquirer_3,2020-09-09 17:56:06.280000000
to_ae4e846d862f8f973929,40fa6a8077,success,capture,pagarme,2020-09-09 17:56:06.249000000
to_b42f58e2a8313d4295dc,40fa6a8077,success,authorize,acquirer_3,2020-09-09 17:56:05.300000000
to_90b8ae165f43387ccbdd,40fa6a8077,success,authorize,pagarme,2020-09-09 17:56:05.161000000
to_ff82efb00efa6ea8bbaf,e0040055c8,success,conciliate,pagarme,2020-09-11 06:22:42.715000000
to_fd922a0c5b9a214ebe58,e0040055c8,success,issue,pagarme,2020-09-09 17:58:20.428000000
to_d63e36a1ad0070d636ab,e0040055c8,success,authorize,pagarme,2020-09-09 17:58:20.438000000
to_740b6f35c463b36b170d,7e99ccec58,success,capture,acquirer_3,2020-09-09 17:54:48.549000000
to_929c5bc910768f7e46fd,7e99ccec58,success,capture,pagarme,2020-09-09 17:54:48.493000000
to_c48b86086588355c2f83,7e99ccec58,success,authorize,acquirer_3,2020-09-09 17:54:47.543000000
to_322922dc74a53a30f065,7e99ccec58,success,authorize,pagarme,2020-09-09 17:54:47.425000000
to_aeed25d13f6d97e60f79,17d5ba9327,success,capture,acquirer_3,2020-09-09 18:45:38.205000000
to_caaf8c585b9fcb799cf4,17d5ba9327,success,capture,pagarme,2020-09-09 18:45:38.162000000
to_2b96856bc78d2b45d8cb,17d5ba9327,success,authorize,pagarme,2020-09-09 17:58:10.102000000
to_c1e8e97a5a57f316b079,17d5ba9327,success,authorize,acquirer_3,2020-09-09 17:58:10.240000000
to_ca252665d722ef143707,db8ced752a,success,refund,pagarme,2020-09-09 18:05:10.890000000
to_c9d0b497a1fb20a54c89,db8ced752a,success,refund,acquirer_3,2020-09-09 18:05:11.479000000
to_af998387ea390c889899,db8ced752a,success,capture,acquirer_3,2020-09-09 17:59:13.721000000
to_eab312a5ba2c09c90272,db8ced752a,success,capture,pagarme,2020-09-09 17:59:13.116000000
to_1c1f4b91d0d39b27b7d9,db8ced752a,success,authorize,pagarme,2020-09-09 17:59:13.123000000
to_f451f83ad2ec420e7f34,db8ced752a,success,authorize,acquirer_3,2020-09-09 17:59:13.262000000
to_207a809d04cc7078afc9,bbe7d38bff,success,capture,acquirer_3,2020-09-09 17:57:14.242000000
to_ee03fc80651057db51f2,bbe7d38bff,success,capture,pagarme,2020-09-09 17:57:14.202000000
to_99e10a6deade2ed8847b,bbe7d38bff,success,authorize,pagarme,2020-09-09 17:57:03.110000000
to_244116d92b51091496f0,bbe7d38bff,success,authorize,acquirer_3,2020-09-09 17:57:03.228000000
to_f6b80c49b2b09d03ee2c,dfa8eec10f,success,conciliate,pagarme,2020-09-12 07:04:48.056000000
to_cb8e19c65f3147daf182,dfa8eec10f,success,issue,pagarme,2020-09-09 17:58:32.171000000
to_b88d1307666812a02fbc,dfa8eec10f,success,authorize,pagarme,2020-09-09 17:58:32.177000000
to_ba0d73b691e2e95bce9d,2303c34791,success,capture,acquirer_3,2020-09-09 17:57:01.388000000
to_39197d441729f8a5d702,2303c34791,success,capture,pagarme,2020-09-09 17:57:00.305000000
to_57999e3e5de840b5dce1,2303c34791,success,authorize,pagarme,2020-09-09 17:57:00.317000000
to_83ca1a73ec06d72ef8cc,2303c34791,success,authorize,acquirer_3,2020-09-09 17:57:00.427000000
to_0c9dfad870575bd6ef61,5110787e80,success,conciliate,pagarme,2020-09-10 08:21:53.397000000
to_a2aa6e5a08af10283721,5110787e80,success,issue,pagarme,2020-09-09 17:58:41.358000000
to_f827bcc894f4885bc344,5110787e80,success,authorize,pagarme,2020-09-09 17:58:41.363000000
to_3a2865c80946232292bf,e1fd3bb6cb,success,capture,acquirer_3,2020-09-09 17:58:16.148000000
to_2ecbb883fd73e6f5cc12,e1fd3bb6cb,success,capture,pagarme,2020-09-09 17:58:15.286000000
to_8677719f8776f2bbec2c,e1fd3bb6cb,success,authorize,pagarme,2020-09-09 17:58:15.308000000
