payable_id,transaction_id,payable_created_at,company_id,amount,fee,installment,type,recipient_id,payment_method
f25d2cecb413,67c684ec60,2020-09-11 06:22:42.915000,4f0e4cd958e0a6a,2340,0,,credit,re_97893563879f87f,boleto
cd88a7a764ff,67c684ec60,2020-09-11 06:22:42.915000,4f0e4cd958e0a6a,20662,0,,credit,re_f98adf3ceba422c,boleto
ae77440f0a8d,67c684ec60,2020-09-11 06:22:42.915000,4f0e4cd958e0a6a,398,198,,credit,re_6c4e1827e21b82f,boleto
70c1eff910bb,8ad4822f7c,2020-09-09 17:56:24.858000,d19e7f6bea6d0f3,9700,164,1,credit,re_299101f5b02464b,credit_card
ae57957e2696,4e79d214d1,2020-09-10 08:21:57.963000,f34b31c5c6621a1,72,0,,credit,re_4f05c6f3d723f37,boleto
4431b2eca733,4e79d214d1,2020-09-10 08:21:57.964000,f34b31c5c6621a1,1828,200,,credit,re_d627470433844b6,boleto
5e7614aa419d,2ba6e9b871,2020-09-09 17:56:41.184000,4f7453be2ddaed2,3180,101,1,credit,re_9a600f3b325bd81,credit_card
617837ca60fb,6f7dbbf386,2020-09-09 17:57:24.621000,d19e7f6bea6d0f3,79700,1347,1,credit,re_299101f5b02464b,credit_card
662aff2ce59a,9f19641367,2020-09-12 07:04:47.439000,f97c89c9f55f237,9245,152,,credit,re_a4ec34d97d8b3c3,boleto
2213c6ca6a47,e95b677fcb,2020-09-10 08:21:59.373000,f34b31c5c6621a1,720,0,,credit,re_4f05c6f3d723f37,boleto
b34ccd1d55de,e95b677fcb,2020-09-10 08:21:59.373000,f34b31c5c6621a1,18280,200,,credit,re_1eb2c4ca4a89f2c,boleto
bd62e7633775,12fc9238ad,2020-09-10 08:21:58.622000,389a0a7df6697e5,6750,200,,credit,re_23021462d512f40,boleto
34433d3c20b6,447a1d56d8,2020-09-12 06:02:49.833000,f323935f8d56490,19858,199,,credit,re_0a181efd200a8da,boleto
3b3b9fcc31c5,447a1d56d8,2020-09-14 14:21:09.207000,f323935f8d56490,-19858,0,,refund,re_0a181efd200a8da,boleto
88f310f47d34,e4104c2877,2020-09-09 17:51:46.503000,79f540698e2d78a,1500,57,1,credit,re_9caf8863fdac462,credit_card
5580c6013649,e4104c2877,2020-09-09 18:00:03.153000,79f540698e2d78a,-1500,-57,,refund,re_9caf8863fdac462,credit_card
e42a69f60800,0cb25286cb,2020-09-09 17:56:34.870000,da83a78d27ace3c,81461,1182,1,credit,re_727eb265711a7f9,credit_card
a9dadb85c92d,0cb25286cb,2020-09-09 17:56:34.871000,da83a78d27ace3c,81461,1181,2,credit,re_727eb265711a7f9,credit_card
db9aa00cbfd7,0cb25286cb,2020-09-09 17:56:34.871000,da83a78d27ace3c,81461,1181,6,credit,re_727eb265711a7f9,credit_card
770d673585b8,0cb25286cb,2020-09-09 17:56:34.871000,da83a78d27ace3c,81461,1181,5,credit,re_727eb265711a7f9,credit_card
121a63a9f335,0cb25286cb,2020-09-09 17:56:34.871000,da83a78d27ace3c,81461,1181,4,credit,re_727eb265711a7f9,credit_card
29bfa8aa7ae4,0cb25286cb,2020-09-09 17:56:34.871000,da83a78d27ace3c,81461,1181,3,credit,re_727eb265711a7f9,credit_card
09433f4e47ef,66d77906b6,2020-09-11 06:22:44.304000,fe3f48f88f15d46,3817,230,,credit,re_f42c75c16722e84,boleto
b28acfb1a708,ff4cc13eff,2020-09-09 17:57:09.844000,d19e7f6bea6d0f3,9990,185,2,credit,re_299101f5b02464b,credit_card
0a288500b826,ff4cc13eff,2020-09-09 17:57:09.844000,d19e7f6bea6d0f3,9990,183,1,credit,re_299101f5b02464b,credit_card
ee1788ee3111,ff4cc13eff,2020-09-09 17:57:09.845000,d19e7f6bea6d0f3,9990,185,11,credit,re_299101f5b02464b,credit_card
d67f6c27fbf5,ff4cc13eff,2020-09-09 17:57:09.845000,d19e7f6bea6d0f3,9990,185,12,credit,re_299101f5b02464b,credit_card
a05e49db848c,ff4cc13eff,2020-09-09 17:57:09.845000,d19e7f6bea6d0f3,9990,185,7,credit,re_299101f5b02464b,credit_card
c5e54b923d51,ff4cc13eff,2020-09-09 17:57:09.845000,d19e7f6bea6d0f3,9990,185,9,credit,re_299101f5b02464b,credit_card
115acdb45339,ff4cc13eff,2020-09-09 17:57:09.845000,d19e7f6bea6d0f3,9990,185,8,credit,re_299101f5b02464b,credit_card
bb76c9375c9c,ff4cc13eff,2020-09-09 17:57:09.844000,d19e7f6bea6d0f3,9990,185,3,credit,re_299101f5b02464b,credit_card
e4b600e6a4b5,ff4cc13eff,2020-09-09 17:57:09.845000,d19e7f6bea6d0f3,9990,185,6,credit,re_299101f5b02464b,credit_card
982bcfd03a48,ff4cc13eff,2020-09-09 17:57:09.845000,d19e7f6bea6d0f3,9990,185,10,credit,re_299101f5b02464b,credit_card
0a25508db204,ff4cc13eff,2020-09-09 17:57:09.845000,d19e7f6bea6d0f3,9990,185,5,credit,re_299101f5b02464b,credit_card
234b5882eaf9,ff4cc13eff,2020-09-09 17:57:09.845000,d19e7f6bea6d0f3,9990,185,4,credit,re_299101f5b02464b,credit_card
f4df5bb678e0,e3cbc76f3e,2020-09-09 17:58:24.713000,0c2ee5dc79034a2,9900,312,1,credit,re_826c4acdab9b1ca,credit_card
8ad28bf67d51,284561d231,2020-09-09 17:46:23.632000,d19e7f6bea6d0f3,18700,316,1,credit,re_299101f5b02464b,credit_card
986c3cd7fc88,284561d231,2020-09-10 13:12:45.824000,d19e7f6bea6d0f3,-18700,-316,,refund,re_299101f5b02464b,credit_card
9f9c0d165046,3ff60a92a2,2020-09-10 08:07:23.002000,fc0f30121c6ca42,35046,150,,credit,re_afa66597e73a8c5,boleto
a3237e355cf2,61723017cd,2020-09-10 08:21:58.524000,b929c1da4fe1b54,11427,200,,credit,re_5f0c2db92b555ce,boleto
bb26694ff1ba,c5997b611a,2020-09-09 16:21:53.056000,707f3fa3d265b9e,163,157,1,credit,re_d1913fed79910b2,debit_card
757ecce24f3a,c5997b611a,2020-09-09 16:21:53.056000,707f3fa3d265b9e,7,0,1,credit,re_4b501c2152920ed,debit_card
d2bfea5ced3b,c5997b611a,2020-09-09 16:21:53.056000,707f3fa3d265b9e,4664,0,1,credit,re_81a6875b1d13caf,debit_card
1972e866c89a,c5997b611a,2020-09-09 16:21:53.056000,707f3fa3d265b9e,4666,0,1,credit,re_9fbda0aa15bb5cf,debit_card
9b5638f2fd81,72e7442cb9,2020-09-11 06:22:44.046000,2253eb5083030a9,28990,200,,credit,re_80fae939570eea7,boleto
9aa744d41910,ecb37e6d53,2020-09-09 17:59:05.464000,0d707a98897bc39,14265,325,1,credit,re_87d5cb109235572,credit_card
2f5d292be00e,7d8a2dbefd,2020-09-09 17:57:20.917000,256bd4c8df0efe6,5205,130,1,credit,re_d6cf277f792c74a,credit_card
36163388c60d,7d8a2dbefd,2020-09-09 17:57:20.917000,256bd4c8df0efe6,5205,137,4,credit,re_d6cf277f792c74a,credit_card
da3db68ad6d7,7d8a2dbefd,2020-09-09 17:57:20.917000,256bd4c8df0efe6,5205,137,6,credit,re_d6cf277f792c74a,credit_card
879e0d0dcb70,7d8a2dbefd,2020-09-09 17:57:20.917000,256bd4c8df0efe6,5205,137,2,credit,re_d6cf277f792c74a,credit_card
504a0cea7680,7d8a2dbefd,2020-09-09 17:57:20.917000,256bd4c8df0efe6,5205,137,5,credit,re_d6cf277f792c74a,credit_card
fc253a70bbe7,7d8a2dbefd,2020-09-09 17:57:20.917000,256bd4c8df0efe6,5205,137,3,credit,re_d6cf277f792c74a,credit_card
58bb09cd9d0c,627c71f94d,2020-09-09 17:57:22.632000,b7972b5908bacf4,13000,468,1,credit,re_71518c9e8dc38f2,credit_card
345303524793,25bafdd318,2020-09-11 06:22:42.645000,632695572f3cdc3,34854,380,,credit,re_d7a27b077ff925a,boleto
be646430e831,6bfb4d422b,2020-09-09 17:55:44.435000,45e1ff9c589fe36,12650,443,1,credit,re_0d91716a425fdd3,credit_card
578f142d54f9,6bfb4d422b,2020-09-09 17:55:44.435000,45e1ff9c589fe36,12650,443,2,credit,re_0d91716a425fdd3,credit_card
9e682f4a7945,4729274ede,2020-09-15 08:27:33.974000,01a096470738025,4185,0,,credit,re_e52f0a04be2d6aa,boleto
f139f0dd778f,4729274ede,2020-09-15 08:27:33.974000,01a096470738025,130,127,,credit,re_3b945d3892cdbfe,boleto
170d5b93ed15,615c89c3a1,2020-09-09 15:01:47.721000,707f3fa3d265b9e,43,0,1,credit,re_4b501c2152920ed,credit_card
28e27597488f,615c89c3a1,2020-09-09 15:01:47.721000,707f3fa3d265b9e,235,192,1,credit,re_d1913fed79910b2,credit_card
167c7bba9210,615c89c3a1,2020-09-09 15:01:47.720000,707f3fa3d265b9e,7722,0,1,credit,re_f95380e46801ce1,credit_card
e040b93ccef5,3f5b500ade,2020-09-29 18:20:05.173000,0c475f552b9b02b,-35526,0,,refund,re_55a919158c66298,boleto
2d8aa8515cee,3f5b500ade,2020-09-11 06:22:50.748000,0c475f552b9b02b,35526,279,,credit,re_55a919158c66298,boleto
a7e281da33a5,ec22c5570c,2020-09-09 17:58:32.787000,489b07887803197,10000,379,1,credit,re_f451b947fba0e31,credit_card
dab647d6182b,5fbeb60aa0,2020-09-09 17:57:16.403000,a4597783ba7f79a,1666,48,4,credit,re_d8d0f5f68dcff32,credit_card
3e86f6638233,5fbeb60aa0,2020-09-09 17:57:16.401000,a4597783ba7f79a,1664,38,1,credit,re_d8d0f5f68dcff32,credit_card
73ca098fd9ce,5fbeb60aa0,2020-09-09 17:57:16.402000,a4597783ba7f79a,1666,48,3,credit,re_d8d0f5f68dcff32,credit_card
723b4758f16d,5fbeb60aa0,2020-09-09 17:57:16.402000,a4597783ba7f79a,1666,48,2,credit,re_d8d0f5f68dcff32,credit_card
8c6fcf8ce355,5fbeb60aa0,2020-09-09 17:57:16.403000,a4597783ba7f79a,1666,48,6,credit,re_d8d0f5f68dcff32,credit_card
b0bd2b1d6a49,5fbeb60aa0,2020-09-09 17:57:16.403000,a4597783ba7f79a,1666,48,5,credit,re_d8d0f5f68dcff32,credit_card
667d3e8cfc61,5fbeb60aa0,2020-09-09 17:57:16.404000,a4597783ba7f79a,1666,48,9,credit,re_d8d0f5f68dcff32,credit_card
c72838d6ae6c,5fbeb60aa0,2020-09-09 17:57:16.404000,a4597783ba7f79a,1666,48,8,credit,re_d8d0f5f68dcff32,credit_card
f588b7c210a5,5fbeb60aa0,2020-09-09 17:57:16.405000,a4597783ba7f79a,1666,48,12,credit,re_d8d0f5f68dcff32,credit_card
53436df69197,5fbeb60aa0,2020-09-09 17:57:16.405000,a4597783ba7f79a,1666,48,11,credit,re_d8d0f5f68dcff32,credit_card
8689f617efcd,5fbeb60aa0,2020-09-09 17:57:16.404000,a4597783ba7f79a,1666,48,7,credit,re_d8d0f5f68dcff32,credit_card
67a743fbe619,5fbeb60aa0,2020-09-09 17:57:16.405000,a4597783ba7f79a,1666,48,10,credit,re_d8d0f5f68dcff32,credit_card
b3f3592725cc,7f6c7d4d7e,2020-09-10 08:21:58.783000,a7b6eaee64de5e0,54167,159,,credit,re_c209814e23f35cf,boleto
a1496ba4c5b8,a9e34ca615,2020-09-10 08:21:59.505000,9064a1a8823fdf0,2961,250,,credit,re_33138d98c21c41c,boleto
358a5e5bf2eb,6f44e5d291,2020-09-09 17:58:58.588000,4b9ec69caddb7fa,2997,106,1,credit,re_7a4a8d066d9ac15,credit_card
fd0244901ff3,6f44e5d291,2020-09-09 17:58:58.588000,4b9ec69caddb7fa,2997,105,2,credit,re_7a4a8d066d9ac15,credit_card
3bcefa5ffc0d,6f44e5d291,2020-09-09 17:58:58.588000,4b9ec69caddb7fa,2997,105,3,credit,re_7a4a8d066d9ac15,credit_card
db46743691ab,429872011e,2020-09-09 17:58:02.307000,8b746d1fc781569,23081,570,1,credit,re_860a712b745ca12,credit_card
5815ffc2547c,b6ff508ac3,2020-09-09 17:55:17.827000,72e1a779fd75fe4,1238,32,1,credit,re_ecadd6ede4c0da7,credit_card
1b7fba3f73c5,b6ff508ac3,2020-09-09 17:55:17.828000,72e1a779fd75fe4,1251,37,10,credit,re_ecadd6ede4c0da7,credit_card
a86a0db0d259,b6ff508ac3,2020-09-09 17:55:17.828000,72e1a779fd75fe4,1251,37,9,credit,re_ecadd6ede4c0da7,credit_card
cad6326fc074,b6ff508ac3,2020-09-09 17:55:17.828000,72e1a779fd75fe4,1251,37,11,credit,re_ecadd6ede4c0da7,credit_card
befec7d8d01d,b6ff508ac3,2020-09-09 17:55:17.827000,72e1a779fd75fe4,1251,37,6,credit,re_ecadd6ede4c0da7,credit_card
63992ace6842,b6ff508ac3,2020-09-09 17:55:17.828000,72e1a779fd75fe4,1251,37,8,credit,re_ecadd6ede4c0da7,credit_card
09e2d87c765e,b6ff508ac3,2020-09-09 17:55:17.827000,72e1a779fd75fe4,1251,37,4,credit,re_ecadd6ede4c0da7,credit_card
f5041cb4d306,b6ff508ac3,2020-09-09 17:55:17.827000,72e1a779fd75fe4,1251,37,5,credit,re_ecadd6ede4c0da7,credit_card
363b651c043b,b6ff508ac3,2020-09-09 17:55:17.827000,72e1a779fd75fe4,1251,37,7,credit,re_ecadd6ede4c0da7,credit_card
5030d8781c5a,b6ff508ac3,2020-09-09 17:55:17.827000,72e1a779fd75fe4,1251,37,2,credit,re_ecadd6ede4c0da7,credit_card
e0cb56379522,b6ff508ac3,2020-09-09 17:55:17.827000,72e1a779fd75fe4,1251,37,3,credit,re_ecadd6ede4c0da7,credit_card
2938665b71c9,b6ff508ac3,2020-09-09 17:55:17.828000,72e1a779fd75fe4,1251,37,12,credit,re_ecadd6ede4c0da7,credit_card
f2774cd89d75,0cec797151,2020-09-09 17:56:30.885000,d518cae4435be50,11531,272,1,credit,re_e055af83e644890,credit_card
c25838d823b6,76a37a7a3c,2020-09-09 17:57:19.144000,93288b503eeb464,8990,315,1,credit,re_8233c59d2c00791,credit_card
069d2c6af307,5fe78df01d,2020-09-09 17:58:01.265000,949c6f09f0a2c0e,5000,128,1,credit,re_fcff206e27fbf6d,credit_card
9ef9c2a4ae84,06d9d3c447,2020-09-11 06:22:41.871000,a4582eb68d9d32d,26304,130,,credit,re_35b3f73eda381a4,boleto
7a1a6040c3a7,f49ecb8136,2020-09-09 17:54:30.107000,d19e7f6bea6d0f3,34970,648,11,credit,re_299101f5b02464b,credit_card
28cca1d46f8d,f49ecb8136,2020-09-09 17:54:30.106000,d19e7f6bea6d0f3,34970,648,2,credit,re_299101f5b02464b,credit_card
bdb6c986684d,f49ecb8136,2020-09-09 17:54:30.106000,d19e7f6bea6d0f3,34970,648,4,credit,re_299101f5b02464b,credit_card
90c6b9e19e52,f49ecb8136,2020-09-09 17:54:30.107000,d19e7f6bea6d0f3,34970,648,8,credit,re_299101f5b02464b,credit_card
c39c992ded5a,f49ecb8136,2020-09-09 17:54:30.106000,d19e7f6bea6d0f3,34970,648,3,credit,re_299101f5b02464b,credit_card
eaa5f7bb51d3,f49ecb8136,2020-09-09 17:54:30.106000,d19e7f6bea6d0f3,34970,648,6,credit,re_299101f5b02464b,credit_card
b32b7fba9b65,f49ecb8136,2020-09-09 17:54:30.107000,d19e7f6bea6d0f3,34970,648,7,credit,re_299101f5b02464b,credit_card
5f3ca3e601cf,f49ecb8136,2020-09-09 17:54:30.106000,d19e7f6bea6d0f3,34970,648,5,credit,re_299101f5b02464b,credit_card
9fb2a54f7e20,f49ecb8136,2020-09-09 17:54:30.105000,d19e7f6bea6d0f3,34970,635,1,credit,re_299101f5b02464b,credit_card
a28dac27f862,f49ecb8136,2020-09-09 17:54:30.107000,d19e7f6bea6d0f3,34970,648,12,credit,re_299101f5b02464b,credit_card
aae7c3f0c68d,f49ecb8136,2020-09-09 17:54:30.107000,d19e7f6bea6d0f3,34970,648,9,credit,re_299101f5b02464b,credit_card
92db966401bf,f49ecb8136,2020-09-09 17:54:30.107000,d19e7f6bea6d0f3,34970,648,10,credit,re_299101f5b02464b,credit_card
cd93374114d4,f49ecb8136,2020-09-11 13:00:19.649000,d19e7f6bea6d0f3,-419640,-7763,,refund,re_299101f5b02464b,credit_card
ff965e883cc1,e410993291,2020-09-09 17:56:33.905000,c073c11c93a896b,5000,90,1,credit,re_f5d18150e930390,credit_card
3b3d1450e3cf,2fd57e342e,2020-09-09 17:56:48.988000,c9bcb2e471c5d8e,2086,55,1,credit,re_3c77c3f2b4aa769,credit_card
a9aca39baa59,2fd57e342e,2020-09-09 17:56:48.989000,c9bcb2e471c5d8e,2089,64,8,credit,re_3c77c3f2b4aa769,credit_card
01143e9c1483,2fd57e342e,2020-09-09 17:56:48.988000,c9bcb2e471c5d8e,2089,64,3,credit,re_3c77c3f2b4aa769,credit_card
fee5b446a150,2fd57e342e,2020-09-09 17:56:48.988000,c9bcb2e471c5d8e,2089,64,4,credit,re_3c77c3f2b4aa769,credit_card
de5d42c2d821,2fd57e342e,2020-09-09 17:56:48.989000,c9bcb2e471c5d8e,2089,64,6,credit,re_3c77c3f2b4aa769,credit_card
3b94d408d8c7,2fd57e342e,2020-09-09 17:56:48.989000,c9bcb2e471c5d8e,2089,64,10,credit,re_3c77c3f2b4aa769,credit_card
fe18a1575fae,2fd57e342e,2020-09-09 17:56:48.989000,c9bcb2e471c5d8e,2089,64,12,credit,re_3c77c3f2b4aa769,credit_card
697c64f0f957,2fd57e342e,2020-09-09 17:56:48.989000,c9bcb2e471c5d8e,2089,64,9,credit,re_3c77c3f2b4aa769,credit_card
fca2e4f34a5d,2fd57e342e,2020-09-09 17:56:48.988000,c9bcb2e471c5d8e,2089,64,2,credit,re_3c77c3f2b4aa769,credit_card
2b0379a42624,2fd57e342e,2020-09-09 17:56:48.989000,c9bcb2e471c5d8e,2089,64,11,credit,re_3c77c3f2b4aa769,credit_card
3ab394ea7566,2fd57e342e,2020-09-09 17:56:48.989000,c9bcb2e471c5d8e,2089,64,5,credit,re_3c77c3f2b4aa769,credit_card
7aff4038bc98,2fd57e342e,2020-09-09 17:56:48.989000,c9bcb2e471c5d8e,2089,64,7,credit,re_3c77c3f2b4aa769,credit_card
289fccaf9b20,bff2b9e29b,2020-09-09 17:55:56.076000,ddbdca7880b9a05,19238,691,1,credit,re_e525cf2366258de,credit_card
1aa0ec0199c6,c76dc7a3d8,2020-09-09 17:57:28.620000,2cf6b3c3099a8ef,3190,86,1,credit,re_69911831d743535,credit_card
c097d2e62470,088fd788c3,2020-09-09 17:57:43.166000,47a44233dda03cc,6664,164,1,credit,re_ddd13a76a087790,credit_card
cde831a5423b,088fd788c3,2020-09-09 17:57:43.167000,47a44233dda03cc,6668,168,2,credit,re_ddd13a76a087790,credit_card
ba7bae357487,088fd788c3,2020-09-09 17:57:43.167000,47a44233dda03cc,6668,168,3,credit,re_ddd13a76a087790,credit_card
da4a9955e2ca,7b9e5aa4d0,2020-09-09 17:50:26.213000,c073c11c93a896b,2500,45,1,credit,re_f5d18150e930390,credit_card
c8bb10f4bd95,7b9e5aa4d0,2020-09-09 18:05:23.608000,c073c11c93a896b,-2500,-45,,refund,re_f5d18150e930390,credit_card
046709fbcec9,6eb6936393,2020-09-09 17:58:37.848000,fe3f48f88f15d46,4145,120,2,credit,re_f42c75c16722e84,credit_card
3f135bb951a7,6eb6936393,2020-09-09 17:58:37.847000,fe3f48f88f15d46,4146,120,1,credit,re_f42c75c16722e84,credit_card
53654785dc37,d3146ba980,2020-09-10 08:22:00.731000,50c26b2c08e90d0,10890,330,,credit,re_ea167b155ee0738,boleto
f06b684775f7,ef487ca39b,2020-09-09 17:59:25.495000,bd64d4f7c3fa362,10000,299,1,credit,re_e93c29323d78f00,credit_card
45ce8716a38a,5256106e03,2020-09-09 17:58:01.134000,1511b45cce0f96e,10824,310,2,credit,re_9c08b86888c6c56,credit_card
a4f54a87abff,5256106e03,2020-09-09 17:58:01.134000,1511b45cce0f96e,10824,311,1,credit,re_9c08b86888c6c56,credit_card
45fc148920aa,f4e0336045,2020-09-09 17:55:45.569000,e26313cb27f8c0f,7803,188,1,credit,re_174cac092fc60f4,credit_card
aab131101141,f4e0336045,2020-09-09 17:55:45.570000,e26313cb27f8c0f,7802,188,3,credit,re_174cac092fc60f4,credit_card
13806be1e936,f4e0336045,2020-09-09 17:55:45.570000,e26313cb27f8c0f,7802,188,2,credit,re_174cac092fc60f4,credit_card
9bb042daa432,ced1cbe20f,2020-09-10 08:22:01.167000,4a4b3506a7b8593,22500,240,,credit,re_542135a9f301455,boleto
2f85f2666ffb,e3316044c2,2020-09-09 19:00:02.482000,d85805aec65c1b7,5001,144,1,credit,re_e4058396f4bfaf7,credit_card
ad9cb81e5e71,e3316044c2,2020-09-09 19:00:02.482000,d85805aec65c1b7,5000,144,2,credit,re_e4058396f4bfaf7,credit_card
84144ba41db2,b33d7cbe99,2020-09-09 17:58:28.590000,b7972b5908bacf4,3500,126,1,credit,re_71518c9e8dc38f2,credit_card
110aa30eab12,891717f5ac,2020-09-09 17:56:29.927000,da83a78d27ace3c,22935,241,1,credit,re_243ab8eaed07114,credit_card
795e1090a10a,02830e1cbe,2020-09-09 17:58:39.376000,10c33d344710b96,7880,180,1,credit,re_5124dfe36e8d301,credit_card
eaf1639c7244,615184f001,2020-09-10 08:21:54.039000,121da319d389971,9676,290,,credit,re_092e4562cd34216,boleto
f66ea6f5bb9e,65163e7be8,2020-09-09 21:47:50.564000,fcd6f28ee59bd6d,24569,1030,6,credit,re_5fe30c9bd55c9a1,credit_card
e67baeb44706,65163e7be8,2020-09-09 21:47:50.563000,fcd6f28ee59bd6d,24569,1030,2,credit,re_5fe30c9bd55c9a1,credit_card
ec35645ef803,65163e7be8,2020-09-09 21:47:50.564000,fcd6f28ee59bd6d,24569,1030,3,credit,re_5fe30c9bd55c9a1,credit_card
2d40c38f2d2c,65163e7be8,2020-09-09 21:47:50.564000,fcd6f28ee59bd6d,24569,1030,5,credit,re_5fe30c9bd55c9a1,credit_card
53735f699a6d,65163e7be8,2020-09-09 21:47:50.564000,fcd6f28ee59bd6d,24569,1030,4,credit,re_5fe30c9bd55c9a1,credit_card
8630b94edc7f,65163e7be8,2020-09-09 21:47:50.563000,fcd6f28ee59bd6d,24570,1027,1,credit,re_5fe30c9bd55c9a1,credit_card
80c08dc5bf49,f645924d1b,2020-09-09 17:56:41.668000,c073c11c93a896b,10000,180,1,credit,re_f5d18150e930390,credit_card
4bd3757810f9,326b307811,2020-09-10 08:07:21.360000,8c6c6299d020ee8,7139,0,,credit,re_0682ffbf6989d69,boleto
c2936df79716,326b307811,2020-09-10 08:07:21.360000,8c6c6299d020ee8,415,275,,credit,re_c862119971bc08b,boleto
28945c8bcdef,dfa8eec10f,2020-09-12 07:04:47.913000,e711dd9e8d9d95a,2990,380,,credit,re_85e148d268c95c8,boleto
73800fc4243f,8a21174d20,2020-09-09 17:55:55.397000,550ce760435c5db,20250,632,1,credit,re_129656f5171a27d,credit_card
0732ae52a30f,8a21174d20,2020-09-09 17:55:55.397000,550ce760435c5db,20250,632,2,credit,re_129656f5171a27d,credit_card
b7a6324b0bbb,ff5e9dbc52,2020-09-09 12:58:51.213000,a1c2f57e42dd0b9,9998,229,1,credit,re_7bf5f4be1a30c89,credit_card
90a87bd70d7c,ff5e9dbc52,2020-09-09 12:58:51.213000,a1c2f57e42dd0b9,9998,229,2,credit,re_7bf5f4be1a30c89,credit_card
5acbbb6b43b2,ff5e9dbc52,2020-09-09 12:58:51.214000,a1c2f57e42dd0b9,9998,229,5,credit,re_7bf5f4be1a30c89,credit_card
8af50a60e86a,ff5e9dbc52,2020-09-09 12:58:51.214000,a1c2f57e42dd0b9,9998,229,4,credit,re_7bf5f4be1a30c89,credit_card
e8111881c147,ff5e9dbc52,2020-09-09 12:58:51.214000,a1c2f57e42dd0b9,9998,229,3,credit,re_7bf5f4be1a30c89,credit_card
4eff0f4ed5b0,ff67ca7338,2020-09-09 17:55:22.836000,c073c11c93a896b,2500,45,1,credit,re_f5d18150e930390,credit_card
1e8ec76b1968,680ec02fdb,2020-09-09 17:56:50.970000,53cf88c1f4d0ed9,12060,207,1,credit,re_598d2f362b2ee78,credit_card
a1bcab74c62d,bb03a48917,2020-09-11 06:03:56.112000,fc0f30121c6ca42,17999,150,,credit,re_afa66597e73a8c5,boleto
6f0ed3f8a1c5,ffb7bc3444,2020-09-10 08:22:01.000000,712e4b393d52515,19972,290,,credit,re_e0e9c741981bec7,boleto
63190ad75300,a3aaf155e1,2020-09-10 08:21:54.052000,24f3899087a83a8,43900,380,,credit,re_762a35776409f74,boleto
ace3d067ee1a,198e0d941b,2020-09-09 17:55:56.173000,fe3f48f88f15d46,34065,903,1,credit,re_f42c75c16722e84,credit_card
a29948622767,acd694145c,2020-09-09 17:58:00.093000,6a1f705f75490c8,2700,84,5,credit,re_0f22af8d30789ce,credit_card
4fc95ccc5c2c,acd694145c,2020-09-09 17:58:00.094000,6a1f705f75490c8,2700,84,10,credit,re_0f22af8d30789ce,credit_card
a0dedc92df1a,acd694145c,2020-09-09 17:58:00.094000,6a1f705f75490c8,2700,84,8,credit,re_0f22af8d30789ce,credit_card
dd228a65bab0,acd694145c,2020-09-09 17:58:00.094000,6a1f705f75490c8,2700,84,7,credit,re_0f22af8d30789ce,credit_card
7f56df920406,acd694145c,2020-09-09 17:58:00.094000,6a1f705f75490c8,2700,84,6,credit,re_0f22af8d30789ce,credit_card
63fd34e26b04,acd694145c,2020-09-09 17:58:00.093000,6a1f705f75490c8,2700,84,2,credit,re_0f22af8d30789ce,credit_card
1cf524f34f3f,acd694145c,2020-09-09 17:58:00.093000,6a1f705f75490c8,2700,84,4,credit,re_0f22af8d30789ce,credit_card
367cebfa89f2,acd694145c,2020-09-09 17:58:00.094000,6a1f705f75490c8,2700,84,9,credit,re_0f22af8d30789ce,credit_card
c6bb555ea426,acd694145c,2020-09-09 17:58:00.093000,6a1f705f75490c8,2700,84,3,credit,re_0f22af8d30789ce,credit_card
5bbebf70771a,acd694145c,2020-10-13 14:06:29.283000,6a1f705f75490c8,-27000,-829,,refund,re_0f22af8d30789ce,credit_card
8f1998ba40ac,acd694145c,2020-09-09 17:58:00.093000,6a1f705f75490c8,2700,73,1,credit,re_0f22af8d30789ce,credit_card
75ac5fe3975d,4580264799,2020-09-09 17:59:20.869000,3eba1255b4e9874,6964,264,1,credit,re_929bf66c253e6e3,credit_card
5c820c934dc5,4580264799,2020-09-09 17:59:20.870000,3eba1255b4e9874,6968,264,3,credit,re_929bf66c253e6e3,credit_card
a0e1a311a492,4580264799,2020-09-09 17:59:20.869000,3eba1255b4e9874,6968,264,2,credit,re_929bf66c253e6e3,credit_card
e0e37f6f633e,4fd3e0c87b,2020-09-09 17:59:44.737000,5737a7771dbbb75,892,24,1,credit,re_be31e1e6dea8662,credit_card
1a28673c87a6,4fd3e0c87b,2020-09-09 17:59:44.739000,5737a7771dbbb75,898,31,11,credit,re_be31e1e6dea8662,credit_card
1fa56c9126f3,4fd3e0c87b,2020-09-09 17:59:44.739000,5737a7771dbbb75,898,31,8,credit,re_be31e1e6dea8662,credit_card
2973e6724c92,4fd3e0c87b,2020-09-09 17:59:44.739000,5737a7771dbbb75,898,31,12,credit,re_be31e1e6dea8662,credit_card
b30b7921404b,4fd3e0c87b,2020-09-09 17:59:44.738000,5737a7771dbbb75,898,31,7,credit,re_be31e1e6dea8662,credit_card
e40c29bdc665,4fd3e0c87b,2020-09-09 17:59:44.737000,5737a7771dbbb75,898,31,2,credit,re_be31e1e6dea8662,credit_card
5a7afa38c910,4fd3e0c87b,2020-09-09 17:59:44.739000,5737a7771dbbb75,898,31,9,credit,re_be31e1e6dea8662,credit_card
